turn_id,text,label_failure,outcome_type,source,conversation_id
synthetic-276-35,"!!! I am so angry and frustrated, this is the worst experience ever !!!",1,repeated_correction,synthetic,conv-276
public-229-108,"No further action needed from my side, all good here.",0,none,public,conv-229
synthetic-433-12,"Hi, No further action needed from my side, all good here.",0,none,synthetic,conv-433
synthetic-251-10,"I am so angry and frustrated, this is the worst experience ever I need a supervisor immediately.",1,repeated_correction,synthetic,conv-251
synthetic-577-156,Could you walk me through the refund process step by step? Thank you.,0,none,synthetic,conv-577
synthetic-453-32,"Hi, Great, the new password reset flow makes sense to me now.",0,none,synthetic,conv-453
synthetic-464-43,"Hi, Please help me understand my account balance for March.",0,none,synthetic,conv-464
synthetic-335-94,Wrong again. Wrong again. Wrong again. Fix it immediately!!! Again: Wrong again. Wrong again. Wrong again. Fix it immediately!!!,1,repeated_correction,synthetic,conv-335
synthetic-260-19,THIS IS UNACCEPTABLE!!! I keep repeating myself and nobody listens!!! Again: THIS IS UNACCEPTABLE!!! I keep repeating myself and nobody listens!!!,1,repeated_correction,synthetic,conv-260
public-175-54,I would like to change my shipping address on order 4421.,0,none,public,conv-175
synthetic-308-67,"I hate this stupid broken service, escalate me to a human NOW Again: I hate this stupid broken service, escalate me to a human NOW",1,repeated_correction,synthetic,conv-308
public-142-21,Please help me understand my account balance for March.,0,none,public,conv-142
public-36-35,ESCALATE ESCALATE ESCALATE this is ridiculous!!!,1,escalation,public,conv-36
public-70-69,"Terrible awful useless response, I am abandoning this chat",1,escalation,public,conv-70
synthetic-402-161,!!! Wrong again. Wrong again. Wrong again. Fix it immediately!!! !!!,1,repeated_correction,synthetic,conv-402
public-98-97,"Terrible awful useless response, I am abandoning this chat",1,escalation,public,conv-98
synthetic-551-130,"Hi, No further action needed from my side, all good here.",0,none,synthetic,conv-551
public-75-74,"I hate this stupid broken service, escalate me to a human NOW",1,escalation,public,conv-75
synthetic-320-79,ESCALATE ESCALATE ESCALATE this is ridiculous!!! Again: ESCALATE ESCALATE ESCALATE this is ridiculous!!!,1,repeated_correction,synthetic,conv-320
public-234-113,I would like to change my shipping address on order 4421.,0,none,public,conv-234
public-125-4,"No further action needed from my side, all good here.",0,none,public,conv-125
synthetic-242-1,ESCALATE ESCALATE ESCALATE this is ridiculous!!! Again: ESCALATE ESCALATE ESCALATE this is ridiculous!!!,1,repeated_correction,synthetic,conv-242
synthetic-582-161,"Quick question: No further action needed from my side, all good here.",0,none,synthetic,conv-582
public-213-92,Please help me understand my account balance for March.,0,none,public,conv-213
synthetic-413-172,!!! THIS IS UNACCEPTABLE!!! I keep repeating myself and nobody listens!!! !!!,1,repeated_correction,synthetic,conv-413
synthetic-261-20,"Terrible awful useless response, I am abandoning this chat I need a supervisor immediately.",1,repeated_correction,synthetic,conv-261
synthetic-458-37,I would like to change my shipping address on order 4421. Thank you.,0,none,synthetic,conv-458
synthetic-454-33,Quick question: I would like to change my shipping address on order 4421.,0,none,synthetic,conv-454
public-79-78,"Terrible awful useless response, I am abandoning this chat",1,escalation,public,conv-79
synthetic-529-108,"Quick question: No further action needed from my side, all good here.",0,none,synthetic,conv-529
synthetic-347-106,Stop ignoring me!!! I already told you three times!!! I need a supervisor immediately.,1,repeated_correction,synthetic,conv-347
synthetic-437-16,Quick question: Could you walk me through the refund process step by step?,0,none,synthetic,conv-437
synthetic-435-14,Quick question: I would like to change my shipping address on order 4421.,0,none,synthetic,conv-435
public-48-47,ESCALATE ESCALATE ESCALATE this is ridiculous!!!,1,escalation,public,conv-48
public-209-88,"No further action needed from my side, all good here.",0,none,public,conv-209
synthetic-322-81,Stop ignoring me!!! I already told you three times!!! Again: Stop ignoring me!!! I already told you three times!!!,1,repeated_correction,synthetic,conv-322
public-8-7,"I hate this stupid broken service, escalate me to a human NOW",1,escalation,public,conv-8
synthetic-467-46,"Hi, No further action needed from my side, all good here.",0,none,synthetic,conv-467
public-160-39,"Thanks for the update, that answers my question.",0,none,public,conv-160
public-82-81,Wrong again. Wrong again. Wrong again. Fix it immediately!!!,1,escalation,public,conv-82
synthetic-469-48,"Great, the new password reset flow makes sense to me now. Thank you.",0,none,synthetic,conv-469
synthetic-312-71,THIS IS UNACCEPTABLE!!! I keep repeating myself and nobody listens!!! Again: THIS IS UNACCEPTABLE!!! I keep repeating myself and nobody listens!!!,1,repeated_correction,synthetic,conv-312
synthetic-323-82,Stop ignoring me!!! I already told you three times!!! I need a supervisor immediately.,1,repeated_correction,synthetic,conv-323
synthetic-536-115,Quick question: Please help me understand my account balance for March.,0,none,synthetic,conv-536
public-63-62,Stop ignoring me!!! I already told you three times!!!,1,escalation,public,conv-63
synthetic-249-8,"Terrible awful useless response, I am abandoning this chat Again: Terrible awful useless response, I am abandoning this chat",1,repeated_correction,synthetic,conv-249
synthetic-409-168,Wrong again. Wrong again. Wrong again. Fix it immediately!!! I need a supervisor immediately.,1,repeated_correction,synthetic,conv-409
synthetic-363-122,"!!! I am so angry and frustrated, this is the worst experience ever !!!",1,repeated_correction,synthetic,conv-363
public-68-67,Wrong again. Wrong again. Wrong again. Fix it immediately!!!,1,escalation,public,conv-68
synthetic-523-102,Quick question: Please help me understand my account balance for March.,0,none,synthetic,conv-523
synthetic-432-11,Could you walk me through the refund process step by step? Thank you.,0,none,synthetic,conv-432
public-105-104,"Terrible awful useless response, I am abandoning this chat",1,escalation,public,conv-105
public-27-26,"Terrible awful useless response, I am abandoning this chat",1,escalation,public,conv-27
synthetic-383-142,Wrong again. Wrong again. Wrong again. Fix it immediately!!! I need a supervisor immediately.,1,repeated_correction,synthetic,conv-383
synthetic-443-22,Please help me understand my account balance for March. Thank you.,0,none,synthetic,conv-443
synthetic-256-15,!!! THIS IS UNACCEPTABLE!!! I keep repeating myself and nobody listens!!! !!!,1,repeated_correction,synthetic,conv-256
synthetic-319-78,THIS IS UNACCEPTABLE!!! I keep repeating myself and nobody listens!!! I need a supervisor immediately.,1,repeated_correction,synthetic,conv-319
public-186-65,I would like to change my shipping address on order 4421.,0,none,public,conv-186
synthetic-385-144,Stop ignoring me!!! I already told you three times!!! I need a supervisor immediately.,1,repeated_correction,synthetic,conv-385
public-97-96,"I hate this stupid broken service, escalate me to a human NOW",1,escalation,public,conv-97
public-28-27,"Terrible awful useless response, I am abandoning this chat",1,escalation,public,conv-28
public-212-91,I would like to change my shipping address on order 4421.,0,none,public,conv-212
synthetic-556-135,Quick question: Please help me understand my account balance for March.,0,none,synthetic,conv-556
synthetic-559-138,Please help me understand my account balance for March. Thank you.,0,none,synthetic,conv-559
synthetic-337-96,Stop ignoring me!!! I already told you three times!!! I need a supervisor immediately.,1,repeated_correction,synthetic,conv-337
public-1-0,"Terrible awful useless response, I am abandoning this chat",1,escalation,public,conv-1
synthetic-264-23,!!! ESCALATE ESCALATE ESCALATE this is ridiculous!!! !!!,1,repeated_correction,synthetic,conv-264
synthetic-414-173,"I hate this stupid broken service, escalate me to a human NOW I need a supervisor immediately.",1,repeated_correction,synthetic,conv-414
public-60-59,THIS IS UNACCEPTABLE!!! I keep repeating myself and nobody listens!!!,1,escalation,public,conv-60
synthetic-403-162,ESCALATE ESCALATE ESCALATE this is ridiculous!!! Again: ESCALATE ESCALATE ESCALATE this is ridiculous!!!,1,repeated_correction,synthetic,conv-403
synthetic-585-164,Could you walk me through the refund process step by step? Thank you.,0,none,synthetic,conv-585
public-162-41,"Thanks for the update, that answers my question.",0,none,public,conv-162
public-46-45,"I hate this stupid broken service, escalate me to a human NOW",1,escalation,public,conv-46
synthetic-450-29,I would like to change my shipping address on order 4421. Thank you.,0,none,synthetic,conv-450
public-19-18,THIS IS UNACCEPTABLE!!! I keep repeating myself and nobody listens!!!,1,escalation,public,conv-19
synthetic-282-41,"I am so angry and frustrated, this is the worst experience ever I need a supervisor immediately.",1,repeated_correction,synthetic,conv-282
public-206-85,"No further action needed from my side, all good here.",0,none,public,conv-206
synthetic-340-99,!!! Stop ignoring me!!! I already told you three times!!! !!!,1,repeated_correction,synthetic,conv-340
synthetic-421-0,"That worked perfectly, appreciate your help today. Thank you.",0,none,synthetic,conv-421
synthetic-254-13,"I am so angry and frustrated, this is the worst experience ever Again: I am so angry and frustrated, this is the worst experience ever",1,repeated_correction,synthetic,conv-254
synthetic-356-115,Stop ignoring me!!! I already told you three times!!! Again: Stop ignoring me!!! I already told you three times!!!,1,repeated_correction,synthetic,conv-356
public-211-90,I would like to change my shipping address on order 4421.,0,none,public,conv-211
public-169-48,"Great, the new password reset flow makes sense to me now.",0,none,public,conv-169
public-83-82,THIS IS UNACCEPTABLE!!! I keep repeating myself and nobody listens!!!,1,escalation,public,conv-83
public-54-53,Wrong again. Wrong again. Wrong again. Fix it immediately!!!,1,escalation,public,conv-54
synthetic-344-103,"!!! I hate this stupid broken service, escalate me to a human NOW !!!",1,repeated_correction,synthetic,conv-344
public-165-44,Please help me understand my account balance for March.,0,none,public,conv-165
public-171-50,I would like to change my shipping address on order 4421.,0,none,public,conv-171
synthetic-463-42,"Hi, Please help me understand my account balance for March.",0,none,synthetic,conv-463
public-179-58,I would like to change my shipping address on order 4421.,0,none,public,conv-179
synthetic-386-145,"I hate this stupid broken service, escalate me to a human NOW Again: I hate this stupid broken service, escalate me to a human NOW",1,repeated_correction,synthetic,conv-386
synthetic-399-158,!!! ESCALATE ESCALATE ESCALATE this is ridiculous!!! !!!,1,repeated_correction,synthetic,conv-399
synthetic-252-11,"!!! Terrible awful useless response, I am abandoning this chat !!!",1,repeated_correction,synthetic,conv-252
synthetic-326-85,"Terrible awful useless response, I am abandoning this chat I need a supervisor immediately.",1,repeated_correction,synthetic,conv-326
public-224-103,"That worked perfectly, appreciate your help today.",0,none,public,conv-224
synthetic-531-110,"Hi, I would like to change my shipping address on order 4421.",0,none,synthetic,conv-531
public-93-92,Wrong again. Wrong again. Wrong again. Fix it immediately!!!,1,escalation,public,conv-93
public-143-22,Could you walk me through the refund process step by step?,0,none,public,conv-143
synthetic-489-68,"No further action needed from my side, all good here. Thank you.",0,none,synthetic,conv-489
synthetic-334-93,!!! Wrong again. Wrong again. Wrong again. Fix it immediately!!! !!!,1,repeated_correction,synthetic,conv-334
synthetic-266-25,"!!! I hate this stupid broken service, escalate me to a human NOW !!!",1,repeated_correction,synthetic,conv-266
synthetic-575-154,"No further action needed from my side, all good here. Thank you.",0,none,synthetic,conv-575
public-90-89,"I am so angry and frustrated, this is the worst experience ever",1,escalation,public,conv-90
synthetic-388-147,ESCALATE ESCALATE ESCALATE this is ridiculous!!! Again: ESCALATE ESCALATE ESCALATE this is ridiculous!!!,1,repeated_correction,synthetic,conv-388
synthetic-426-5,"Great, the new password reset flow makes sense to me now. Thank you.",0,none,synthetic,conv-426
synthetic-296-55,"!!! I am so angry and frustrated, this is the worst experience ever !!!",1,repeated_correction,synthetic,conv-296
public-138-17,"That worked perfectly, appreciate your help today.",0,none,public,conv-138
synthetic-599-178,Quick question: Please help me understand my account balance for March.,0,none,synthetic,conv-599
synthetic-580-159,I would like to change my shipping address on order 4421. Thank you.,0,none,synthetic,conv-580
synthetic-586-165,"Quick question: No further action needed from my side, all good here.",0,none,synthetic,conv-586
synthetic-301-60,!!! ESCALATE ESCALATE ESCALATE this is ridiculous!!! !!!,1,repeated_correction,synthetic,conv-301
synthetic-295-54,"!!! I hate this stupid broken service, escalate me to a human NOW !!!",1,repeated_correction,synthetic,conv-295
synthetic-346-105,"!!! Terrible awful useless response, I am abandoning this chat !!!",1,repeated_correction,synthetic,conv-346
public-118-117,"Terrible awful useless response, I am abandoning this chat",1,escalation,public,conv-118
synthetic-533-112,I would like to change my shipping address on order 4421. Thank you.,0,none,synthetic,conv-533
public-14-13,THIS IS UNACCEPTABLE!!! I keep repeating myself and nobody listens!!!,1,escalation,public,conv-14
public-129-8,"That worked perfectly, appreciate your help today.",0,none,public,conv-129
synthetic-537-116,"Hi, Please help me understand my account balance for March.",0,none,synthetic,conv-537
public-166-45,"Great, the new password reset flow makes sense to me now.",0,none,public,conv-166
synthetic-377-136,"I hate this stupid broken service, escalate me to a human NOW Again: I hate this stupid broken service, escalate me to a human NOW",1,repeated_correction,synthetic,conv-377
synthetic-548-127,"Thanks for the update, that answers my question. Thank you.",0,none,synthetic,conv-548
public-21-20,"I hate this stupid broken service, escalate me to a human NOW",1,escalation,public,conv-21
synthetic-307-66,"!!! I hate this stupid broken service, escalate me to a human NOW !!!",1,repeated_correction,synthetic,conv-307
synthetic-471-50,"Quick question: Great, the new password reset flow makes sense to me now.",0,none,synthetic,conv-471
synthetic-420-179,Stop ignoring me!!! I already told you three times!!! Again: Stop ignoring me!!! I already told you three times!!!,1,repeated_correction,synthetic,conv-420
synthetic-253-12,"I am so angry and frustrated, this is the worst experience ever I need a supervisor immediately.",1,repeated_correction,synthetic,conv-253
synthetic-277-36,"!!! I am so angry and frustrated, this is the worst experience ever !!!",1,repeated_correction,synthetic,conv-277
synthetic-257-16,THIS IS UNACCEPTABLE!!! I keep repeating myself and nobody listens!!! I need a supervisor immediately.,1,repeated_correction,synthetic,conv-257
public-140-19,"Great, the new password reset flow makes sense to me now.",0,none,public,conv-140
public-207-86,"Great, the new password reset flow makes sense to me now.",0,none,public,conv-207
synthetic-359-118,"!!! Terrible awful useless response, I am abandoning this chat !!!",1,repeated_correction,synthetic,conv-359
synthetic-506-85,"Hi, Great, the new password reset flow makes sense to me now.",0,none,synthetic,conv-506
synthetic-461-40,"Hi, No further action needed from my side, all good here.",0,none,synthetic,conv-461
public-240-119,"Thanks for the update, that answers my question.",0,none,public,conv-240
public-64-63,THIS IS UNACCEPTABLE!!! I keep repeating myself and nobody listens!!!,1,escalation,public,conv-64
public-225-104,"Thanks for the update, that answers my question.",0,none,public,conv-225
synthetic-455-34,"No further action needed from my side, all good here. Thank you.",0,none,synthetic,conv-455
synthetic-483-62,"Quick question: No further action needed from my side, all good here.",0,none,synthetic,conv-483
synthetic-384-143,!!! ESCALATE ESCALATE ESCALATE this is ridiculous!!! !!!,1,repeated_correction,synthetic,conv-384
synthetic-460-39,"Hi, Could you walk me through the refund process step by step?",0,none,synthetic,conv-460
public-158-37,I would like to change my shipping address on order 4421.,0,none,public,conv-158
synthetic-444-23,Quick question: I would like to change my shipping address on order 4421.,0,none,synthetic,conv-444
public-85-84,"I hate this stupid broken service, escalate me to a human NOW",1,escalation,public,conv-85
synthetic-525-104,"Quick question: Thanks for the update, that answers my question.",0,none,synthetic,conv-525
synthetic-449-28,"No further action needed from my side, all good here. Thank you.",0,none,synthetic,conv-449
public-73-72,Wrong again. Wrong again. Wrong again. Fix it immediately!!!,1,escalation,public,conv-73
synthetic-424-3,"Hi, That worked perfectly, appreciate your help today.",0,none,synthetic,conv-424
public-137-16,"Great, the new password reset flow makes sense to me now.",0,none,public,conv-137
synthetic-510-89,"Hi, That worked perfectly, appreciate your help today.",0,none,synthetic,conv-510
synthetic-332-91,"I am so angry and frustrated, this is the worst experience ever Again: I am so angry and frustrated, this is the worst experience ever",1,repeated_correction,synthetic,conv-332
synthetic-495-74,Could you walk me through the refund process step by step? Thank you.,0,none,synthetic,conv-495
synthetic-279-38,THIS IS UNACCEPTABLE!!! I keep repeating myself and nobody listens!!! I need a supervisor immediately.,1,repeated_correction,synthetic,conv-279
public-59-58,ESCALATE ESCALATE ESCALATE this is ridiculous!!!,1,escalation,public,conv-59
synthetic-593-172,"Quick question: That worked perfectly, appreciate your help today.",0,none,synthetic,conv-593
public-102-101,"Terrible awful useless response, I am abandoning this chat",1,escalation,public,conv-102
synthetic-412-171,Wrong again. Wrong again. Wrong again. Fix it immediately!!! Again: Wrong again. Wrong again. Wrong again. Fix it immediately!!!,1,repeated_correction,synthetic,conv-412
synthetic-472-51,"Quick question: That worked perfectly, appreciate your help today.",0,none,synthetic,conv-472
synthetic-597-176,"Hi, No further action needed from my side, all good here.",0,none,synthetic,conv-597
synthetic-475-54,"Hi, Thanks for the update, that answers my question.",0,none,synthetic,conv-475
synthetic-406-165,"!!! I am so angry and frustrated, this is the worst experience ever !!!",1,repeated_correction,synthetic,conv-406
synthetic-404-163,"I hate this stupid broken service, escalate me to a human NOW Again: I hate this stupid broken service, escalate me to a human NOW",1,repeated_correction,synthetic,conv-404
synthetic-473-52,"Hi, Please help me understand my account balance for March.",0,none,synthetic,conv-473
public-120-119,ESCALATE ESCALATE ESCALATE this is ridiculous!!!,1,escalation,public,conv-120
synthetic-352-111,Wrong again. Wrong again. Wrong again. Fix it immediately!!! Again: Wrong again. Wrong again. Wrong again. Fix it immediately!!!,1,repeated_correction,synthetic,conv-352
public-37-36,ESCALATE ESCALATE ESCALATE this is ridiculous!!!,1,escalation,public,conv-37
synthetic-540-119,"Quick question: That worked perfectly, appreciate your help today.",0,none,synthetic,conv-540
synthetic-487-66,I would like to change my shipping address on order 4421. Thank you.,0,none,synthetic,conv-487
synthetic-360-119,!!! Stop ignoring me!!! I already told you three times!!! !!!,1,repeated_correction,synthetic,conv-360
public-145-24,Please help me understand my account balance for March.,0,none,public,conv-145
synthetic-362-121,THIS IS UNACCEPTABLE!!! I keep repeating myself and nobody listens!!! I need a supervisor immediately.,1,repeated_correction,synthetic,conv-362
public-148-27,I would like to change my shipping address on order 4421.,0,none,public,conv-148
public-119-118,Wrong again. Wrong again. Wrong again. Fix it immediately!!!,1,escalation,public,conv-119
public-17-16,THIS IS UNACCEPTABLE!!! I keep repeating myself and nobody listens!!!,1,escalation,public,conv-17
public-150-29,"Great, the new password reset flow makes sense to me now.",0,none,public,conv-150
synthetic-241-0,ESCALATE ESCALATE ESCALATE this is ridiculous!!! I need a supervisor immediately.,1,repeated_correction,synthetic,conv-241
synthetic-305-64,"Terrible awful useless response, I am abandoning this chat I need a supervisor immediately.",1,repeated_correction,synthetic,conv-305
synthetic-564-143,"Hi, I would like to change my shipping address on order 4421.",0,none,synthetic,conv-564
synthetic-524-103,"Quick question: That worked perfectly, appreciate your help today.",0,none,synthetic,conv-524
public-210-89,"Great, the new password reset flow makes sense to me now.",0,none,public,conv-210
public-2-1,THIS IS UNACCEPTABLE!!! I keep repeating myself and nobody listens!!!,1,escalation,public,conv-2
synthetic-470-49,Please help me understand my account balance for March. Thank you.,0,none,synthetic,conv-470
public-39-38,ESCALATE ESCALATE ESCALATE this is ridiculous!!!,1,escalation,public,conv-39
synthetic-588-167,"Hi, That worked perfectly, appreciate your help today.",0,none,synthetic,conv-588
public-89-88,Wrong again. Wrong again. Wrong again. Fix it immediately!!!,1,escalation,public,conv-89
synthetic-552-131,"Hi, I would like to change my shipping address on order 4421.",0,none,synthetic,conv-552
public-81-80,ESCALATE ESCALATE ESCALATE this is ridiculous!!!,1,escalation,public,conv-81
public-42-41,"Terrible awful useless response, I am abandoning this chat",1,escalation,public,conv-42
synthetic-562-141,"Hi, No further action needed from my side, all good here.",0,none,synthetic,conv-562
public-136-15,Please help me understand my account balance for March.,0,none,public,conv-136
public-109-108,"I hate this stupid broken service, escalate me to a human NOW",1,escalation,public,conv-109
synthetic-321-80,"I am so angry and frustrated, this is the worst experience ever Again: I am so angry and frustrated, this is the worst experience ever",1,repeated_correction,synthetic,conv-321
public-107-106,Stop ignoring me!!! I already told you three times!!!,1,escalation,public,conv-107
synthetic-391-150,!!! Wrong again. Wrong again. Wrong again. Fix it immediately!!! !!!,1,repeated_correction,synthetic,conv-391
public-51-50,THIS IS UNACCEPTABLE!!! I keep repeating myself and nobody listens!!!,1,escalation,public,conv-51
synthetic-379-138,ESCALATE ESCALATE ESCALATE this is ridiculous!!! Again: ESCALATE ESCALATE ESCALATE this is ridiculous!!!,1,repeated_correction,synthetic,conv-379
synthetic-313-72,!!! Stop ignoring me!!! I already told you three times!!! !!!,1,repeated_correction,synthetic,conv-313
public-31-30,"I am so angry and frustrated, this is the worst experience ever",1,escalation,public,conv-31
synthetic-318-77,THIS IS UNACCEPTABLE!!! I keep repeating myself and nobody listens!!! I need a supervisor immediately.,1,repeated_correction,synthetic,conv-318
synthetic-526-105,Could you walk me through the refund process step by step? Thank you.,0,none,synthetic,conv-526
public-157-36,Please help me understand my account balance for March.,0,none,public,conv-157
public-220-99,I would like to change my shipping address on order 4421.,0,none,public,conv-220
synthetic-572-151,"Quick question: Great, the new password reset flow makes sense to me now.",0,none,synthetic,conv-572
synthetic-441-20,"Quick question: Great, the new password reset flow makes sense to me now.",0,none,synthetic,conv-441
public-153-32,I would like to change my shipping address on order 4421.,0,none,public,conv-153
synthetic-571-150,"Hi, Please help me understand my account balance for March.",0,none,synthetic,conv-571
synthetic-466-45,"That worked perfectly, appreciate your help today. Thank you.",0,none,synthetic,conv-466
public-231-110,Please help me understand my account balance for March.,0,none,public,conv-231
public-195-74,Please help me understand my account balance for March.,0,none,public,conv-195
synthetic-268-27,"I hate this stupid broken service, escalate me to a human NOW I need a supervisor immediately.",1,repeated_correction,synthetic,conv-268
synthetic-398-157,ESCALATE ESCALATE ESCALATE this is ridiculous!!! Again: ESCALATE ESCALATE ESCALATE this is ridiculous!!!,1,repeated_correction,synthetic,conv-398
public-116-115,Stop ignoring me!!! I already told you three times!!!,1,escalation,public,conv-116
synthetic-317-76,ESCALATE ESCALATE ESCALATE this is ridiculous!!! Again: ESCALATE ESCALATE ESCALATE this is ridiculous!!!,1,repeated_correction,synthetic,conv-317
synthetic-405-164,"Terrible awful useless response, I am abandoning this chat Again: Terrible awful useless response, I am abandoning this chat",1,repeated_correction,synthetic,conv-405
synthetic-306-65,"I am so angry and frustrated, this is the worst experience ever Again: I am so angry and frustrated, this is the worst experience ever",1,repeated_correction,synthetic,conv-306
synthetic-311-70,"!!! Terrible awful useless response, I am abandoning this chat !!!",1,repeated_correction,synthetic,conv-311
public-214-93,Please help me understand my account balance for March.,0,none,public,conv-214
synthetic-392-151,ESCALATE ESCALATE ESCALATE this is ridiculous!!! I need a supervisor immediately.,1,repeated_correction,synthetic,conv-392
synthetic-286-45,"I am so angry and frustrated, this is the worst experience ever Again: I am so angry and frustrated, this is the worst experience ever",1,repeated_correction,synthetic,conv-286
public-61-60,"Terrible awful useless response, I am abandoning this chat",1,escalation,public,conv-61
public-128-7,Could you walk me through the refund process step by step?,0,none,public,conv-128
public-44-43,Wrong again. Wrong again. Wrong again. Fix it immediately!!!,1,escalation,public,conv-44
public-156-35,Please help me understand my account balance for March.,0,none,public,conv-156
synthetic-486-65,Quick question: Could you walk me through the refund process step by step?,0,none,synthetic,conv-486
synthetic-289-48,"I hate this stupid broken service, escalate me to a human NOW Again: I hate this stupid broken service, escalate me to a human NOW",1,repeated_correction,synthetic,conv-289
synthetic-416-175,THIS IS UNACCEPTABLE!!! I keep repeating myself and nobody listens!!! I need a supervisor immediately.,1,repeated_correction,synthetic,conv-416
public-77-76,THIS IS UNACCEPTABLE!!! I keep repeating myself and nobody listens!!!,1,escalation,public,conv-77
public-78-77,THIS IS UNACCEPTABLE!!! I keep repeating myself and nobody listens!!!,1,escalation,public,conv-78
public-55-54,ESCALATE ESCALATE ESCALATE this is ridiculous!!!,1,escalation,public,conv-55
public-76-75,"Terrible awful useless response, I am abandoning this chat",1,escalation,public,conv-76
synthetic-504-83,Quick question: Please help me understand my account balance for March.,0,none,synthetic,conv-504
synthetic-411-170,"Terrible awful useless response, I am abandoning this chat I need a supervisor immediately.",1,repeated_correction,synthetic,conv-411
public-67-66,Stop ignoring me!!! I already told you three times!!!,1,escalation,public,conv-67
public-117-116,"I hate this stupid broken service, escalate me to a human NOW",1,escalation,public,conv-117
synthetic-490-69,"Hi, That worked perfectly, appreciate your help today.",0,none,synthetic,conv-490
synthetic-259-18,Stop ignoring me!!! I already told you three times!!! Again: Stop ignoring me!!! I already told you three times!!!,1,repeated_correction,synthetic,conv-259
public-53-52,THIS IS UNACCEPTABLE!!! I keep repeating myself and nobody listens!!!,1,escalation,public,conv-53
public-189-68,"No further action needed from my side, all good here.",0,none,public,conv-189
synthetic-590-169,"Quick question: Great, the new password reset flow makes sense to me now.",0,none,synthetic,conv-590
synthetic-452-31,"Quick question: That worked perfectly, appreciate your help today.",0,none,synthetic,conv-452
synthetic-491-70,"Quick question: Great, the new password reset flow makes sense to me now.",0,none,synthetic,conv-491
synthetic-481-60,"Hi, Please help me understand my account balance for March.",0,none,synthetic,conv-481
synthetic-292-51,"Terrible awful useless response, I am abandoning this chat I need a supervisor immediately.",1,repeated_correction,synthetic,conv-292
public-13-12,Stop ignoring me!!! I already told you three times!!!,1,escalation,public,conv-13
public-106-105,"I hate this stupid broken service, escalate me to a human NOW",1,escalation,public,conv-106
synthetic-576-155,"Hi, No further action needed from my side, all good here.",0,none,synthetic,conv-576
synthetic-535-114,"Quick question: Great, the new password reset flow makes sense to me now.",0,none,synthetic,conv-535
synthetic-300-59,"!!! I am so angry and frustrated, this is the worst experience ever !!!",1,repeated_correction,synthetic,conv-300
public-56-55,Wrong again. Wrong again. Wrong again. Fix it immediately!!!,1,escalation,public,conv-56
public-47-46,"I hate this stupid broken service, escalate me to a human NOW",1,escalation,public,conv-47
synthetic-281-40,THIS IS UNACCEPTABLE!!! I keep repeating myself and nobody listens!!! Again: THIS IS UNACCEPTABLE!!! I keep repeating myself and nobody listens!!!,1,repeated_correction,synthetic,conv-281
public-130-9,Could you walk me through the refund process step by step?,0,none,public,conv-130
public-15-14,Stop ignoring me!!! I already told you three times!!!,1,escalation,public,conv-15
synthetic-310-69,Stop ignoring me!!! I already told you three times!!! Again: Stop ignoring me!!! I already told you three times!!!,1,repeated_correction,synthetic,conv-310
public-184-63,"Thanks for the update, that answers my question.",0,none,public,conv-184
synthetic-370-129,Stop ignoring me!!! I already told you three times!!! Again: Stop ignoring me!!! I already told you three times!!!,1,repeated_correction,synthetic,conv-370
public-233-112,Please help me understand my account balance for March.,0,none,public,conv-233
synthetic-304-63,ESCALATE ESCALATE ESCALATE this is ridiculous!!! I need a supervisor immediately.,1,repeated_correction,synthetic,conv-304
public-199-78,"Great, the new password reset flow makes sense to me now.",0,none,public,conv-199
public-103-102,THIS IS UNACCEPTABLE!!! I keep repeating myself and nobody listens!!!,1,escalation,public,conv-103
synthetic-290-49,"I am so angry and frustrated, this is the worst experience ever I need a supervisor immediately.",1,repeated_correction,synthetic,conv-290
synthetic-538-117,Quick question: Could you walk me through the refund process step by step?,0,none,synthetic,conv-538
synthetic-284-43,"I hate this stupid broken service, escalate me to a human NOW Again: I hate this stupid broken service, escalate me to a human NOW",1,repeated_correction,synthetic,conv-284
synthetic-496-75,"That worked perfectly, appreciate your help today. Thank you.",0,none,synthetic,conv-496
public-222-101,I would like to change my shipping address on order 4421.,0,none,public,conv-222
public-197-76,"Thanks for the update, that answers my question.",0,none,public,conv-197
public-190-69,"Great, the new password reset flow makes sense to me now.",0,none,public,conv-190
synthetic-549-128,"Hi, Thanks for the update, that answers my question.",0,none,synthetic,conv-549
public-123-2,"Thanks for the update, that answers my question.",0,none,public,conv-123
synthetic-324-83,THIS IS UNACCEPTABLE!!! I keep repeating myself and nobody listens!!! I need a supervisor immediately.,1,repeated_correction,synthetic,conv-324
public-198-77,"Great, the new password reset flow makes sense to me now.",0,none,public,conv-198
public-124-3,Please help me understand my account balance for March.,0,none,public,conv-124
public-237-116,"Great, the new password reset flow makes sense to me now.",0,none,public,conv-237
synthetic-258-17,Stop ignoring me!!! I already told you three times!!! Again: Stop ignoring me!!! I already told you three times!!!,1,repeated_correction,synthetic,conv-258
synthetic-568-147,"Hi, Please help me understand my account balance for March.",0,none,synthetic,conv-568
synthetic-278-37,"I am so angry and frustrated, this is the worst experience ever I need a supervisor immediately.",1,repeated_correction,synthetic,conv-278
synthetic-465-44,"Hi, Thanks for the update, that answers my question.",0,none,synthetic,conv-465
